Station,Region,Year,Date,AvgChla,MedianChla
BLP,San Joaquin,2020,2020-07-26,1.2054166666666666,1.205
BLP,San Joaquin,2021,2021-07-26,2.0185416666666667,1.9849999999999999
BLP,San Joaquin,2020,2020-07-27,1.2572916666666667,1.255
BLP,San Joaquin,2021,2021-07-27,2.181770833333333,2.17
BLP,San Joaquin,2020,2020-07-28,1.2572916666666667,1.27
BLP,San Joaquin,2021,2021-07-28,2.365104166666667,2.415
BLP,San Joaquin,2020,2020-07-29,1.2686458333333333,1.275
BLP,San Joaquin,2021,2021-07-29,2.5559375,2.5549999999999997
BLP,San Joaquin,2020,2020-07-30,1.3201041666666666,1.31
BLP,San Joaquin,2021,2021-07-30,2.6754166666666666,2.67
BLP,San Joaquin,2020,2020-07-31,1.3570833333333334,1.335
BLP,San Joaquin,2021,2021-07-31,2.8057291666666666,2.79
BLP,San Joaquin,2020,2020-08-01,1.4964583333333332,1.35
BLP,San Joaquin,2021,2021-08-01,3.0059375,3.08
BLP,San Joaquin,2020,2020-08-02,1.5732291666666667,1.49
BLP,San Joaquin,2021,2021-08-02,3.138333333333333,3.13
BLP,San Joaquin,2020,2020-08-03,1.52375,1.51
BLP,San Joaquin,2021,2021-08-03,3.080208333333333,3.0199999999999996
BLP,San Joaquin,2020,2020-08-04,1.9489473684210525,1.56
BLP,San Joaquin,2021,2021-08-04,2.9516842105263157,2.94
BLP,San Joaquin,2020,2020-08-05,2.281473684210526,1.59
BLP,San Joaquin,2021,2021-08-05,3.0510416666666664,3.04
BLP,San Joaquin,2020,2020-08-06,2.4266666666666667,2.04
BLP,San Joaquin,2021,2021-08-06,3.150729166666667,3.11
BLP,San Joaquin,2020,2020-08-07,2.2069767441860466,1.975
BLP,San Joaquin,2021,2021-08-07,2.915208333333333,2.9050000000000002
BLP,San Joaquin,2021,2021-08-08,2.5414583333333334,2.54
BLP,San Joaquin,2021,2021-08-09,2.3690625,2.33
BLP,San Joaquin,2021,2021-08-10,2.2341333333333333,2.22
BLP,San Joaquin,2021,2021-08-11,2.122916666666667,2.11
BLP,San Joaquin,2021,2021-08-12,2.8665625,3.1
BLP,San Joaquin,2021,2021-08-13,3.4525,3.46
BLP,San Joaquin,2021,2021-08-14,3.5004166666666667,3.545
BLP,San Joaquin,2021,2021-08-15,3.5626041666666666,3.5
BLP,San Joaquin,2021,2021-08-16,3.3420833333333335,3.34
BLP,San Joaquin,2021,2021-08-17,3.3140625,3.3
BLP,San Joaquin,2021,2021-08-18,3.1804166666666664,3.185
BLP,San Joaquin,2021,2021-08-19,3.009895833333333,3.04
BLP,San Joaquin,2020,2020-08-20,2.4158695652173914,2.36
BLP,San Joaquin,2021,2021-08-20,3.0483333333333333,3.01
BLP,San Joaquin,2020,2020-08-21,2.4080208333333335,2.45
BLP,San Joaquin,2021,2021-08-21,2.9652083333333334,2.925
BLP,San Joaquin,2020,2020-08-22,2.458854166666667,2.52
BLP,San Joaquin,2021,2021-08-22,3.0681249999999998,3.065
BLP,San Joaquin,2020,2020-08-23,2.5522916666666666,2.615
BLP,San Joaquin,2021,2021-08-23,3.1513541666666667,3.08
BLP,San Joaquin,2020,2020-08-24,2.5520833333333335,2.57
BLP,San Joaquin,2021,2021-08-24,3.0888541666666667,3.09
BLP,San Joaquin,2020,2020-08-25,2.5021875,2.49
BLP,San Joaquin,2021,2021-08-25,3.099479166666667,3.0999999999999996
BLP,San Joaquin,2020,2020-08-26,2.680833333333333,2.55
BLP,San Joaquin,2021,2021-08-26,3.113958333333333,3.1
BLP,San Joaquin,2020,2020-08-27,2.7204166666666665,2.61
BLP,San Joaquin,2021,2021-08-27,3.066875,2.97
BLP,San Joaquin,2020,2020-08-28,2.6898958333333334,2.675
BLP,San Joaquin,2021,2021-08-28,2.99875,2.96
BLP,San Joaquin,2020,2020-08-29,3.0892708333333334,2.775
BLP,San Joaquin,2021,2021-08-29,2.894375,2.875
BLP,San Joaquin,2020,2020-08-30,2.843958333333333,2.775
BLP,San Joaquin,2021,2021-08-30,2.871354166666667,2.86
BLP,San Joaquin,2020,2020-08-31,2.7001041666666667,2.725
BLP,San Joaquin,2021,2021-08-31,2.8728124999999998,2.82
BLP,San Joaquin,2020,2020-09-01,2.7791489361702126,2.74
BLP,San Joaquin,2021,2021-09-01,2.8555208333333333,2.82
BLP,San Joaquin,2020,2020-09-02,2.8482291666666666,2.84
BLP,San Joaquin,2021,2021-09-02,2.9361458333333332,2.9
BLP,San Joaquin,2020,2020-09-03,3.0441666666666665,3.03
BLP,San Joaquin,2021,2021-09-03,2.8445833333333335,2.83
BLP,San Joaquin,2020,2020-09-04,3.2459375,3.1799999999999997
BLP,San Joaquin,2021,2021-09-04,2.7016842105263157,2.7
BLP,San Joaquin,2020,2020-09-05,3.2395698924731184,3.24
BLP,San Joaquin,2021,2021-09-05,2.6809375,2.68
BLP,San Joaquin,2020,2020-09-06,3.2535416666666666,3.28
BLP,San Joaquin,2021,2021-09-06,2.710208333333333,2.63
BLP,San Joaquin,2020,2020-09-07,3.316145833333333,3.325
BLP,San Joaquin,2021,2021-09-07,2.5698958333333333,2.58
BLP,San Joaquin,2020,2020-09-08,3.541354166666667,3.51
BLP,San Joaquin,2021,2021-09-08,2.6615625,2.625
BLP,San Joaquin,2020,2020-09-09,3.42375,3.35
BLP,San Joaquin,2021,2021-09-09,2.7986458333333335,2.77
BLP,San Joaquin,2020,2020-09-10,3.054375,2.965
BLP,San Joaquin,2021,2021-09-10,2.9210416666666665,2.89
BLP,San Joaquin,2020,2020-09-11,2.9601041666666665,2.775
BLP,San Joaquin,2021,2021-09-11,3.028020833333333,3.02
BLP,San Joaquin,2020,2020-09-12,2.87125,2.76
BLP,San Joaquin,2021,2021-09-12,3.095833333333333,3.045
BLP,San Joaquin,2020,2020-09-13,3.2917708333333335,3.025
BLP,San Joaquin,2021,2021-09-13,2.8566666666666665,2.82
BLP,San Joaquin,2020,2020-09-14,3.1354166666666665,3.1
BLP,San Joaquin,2021,2021-09-14,2.8408333333333333,2.82
BLP,San Joaquin,2020,2020-09-15,3.2045833333333333,3.225
BLP,San Joaquin,2021,2021-09-15,2.63375,2.63
BLP,San Joaquin,2020,2020-09-16,3.263894736842105,3.25
BLP,San Joaquin,2021,2021-09-16,2.7078125,2.67
BLP,San Joaquin,2020,2020-09-17,2.3850537634408604,1.89
BLP,San Joaquin,2021,2021-09-17,2.6534375,2.6950000000000003
BLP,San Joaquin,2020,2020-09-18,1.6572916666666666,1.67
BLP,San Joaquin,2021,2021-09-18,2.7089583333333334,2.6900000000000004
BLP,San Joaquin,2020,2020-09-19,1.6754166666666668,1.665
BLP,San Joaquin,2021,2021-09-19,2.7059375,2.71
BLP,San Joaquin,2020,2020-09-20,1.7401041666666668,1.725
BLP,San Joaquin,2021,2021-09-20,2.947157894736842,2.78
BLP,San Joaquin,2020,2020-09-21,1.7089583333333334,1.685
BLP,San Joaquin,2021,2021-09-21,2.797604166666667,2.83
BLP,San Joaquin,2020,2020-09-22,1.698125,1.7
BLP,San Joaquin,2021,2021-09-22,2.7611458333333334,2.78
BLP,San Joaquin,2020,2020-09-23,1.824375,1.795
BLP,San Joaquin,2021,2021-09-23,3.1317708333333334,2.875
BLP,San Joaquin,2020,2020-09-24,1.8923958333333333,1.815
BLP,San Joaquin,2021,2021-09-24,3.0728125,3.01
BLP,San Joaquin,2020,2020-09-25,1.8686458333333333,1.795
BLP,San Joaquin,2021,2021-09-25,3.0672916666666667,2.915
BLP,San Joaquin,2020,2020-09-26,1.7947916666666666,1.74
BLP,San Joaquin,2021,2021-09-26,3.0975,2.9800000000000004
BLP,San Joaquin,2020,2020-09-27,1.6838541666666667,1.67
BLP,San Joaquin,2021,2021-09-27,3.0120833333333334,2.9400000000000004
BLP,San Joaquin,2020,2020-09-28,1.7466666666666666,1.69
BLP,San Joaquin,2021,2021-09-28,2.9439583333333332,2.92
BLP,San Joaquin,2020,2020-09-29,2.560421052631579,1.66
BLP,San Joaquin,2021,2021-09-29,2.8736458333333332,2.84
BLP,San Joaquin,2020,2020-09-30,2.875208333333333,1.6549999999999998
BLP,San Joaquin,2021,2021-09-30,2.8385416666666665,2.775
BLP,San Joaquin,2020,2020-10-01,1.6032291666666667,1.58
BLP,San Joaquin,2021,2021-10-01,2.659895833333333,2.6550000000000002
BLP,San Joaquin,2020,2020-10-02,1.6686458333333334,1.64
BLP,San Joaquin,2021,2021-10-02,2.646354166666667,2.59
BLP,San Joaquin,2020,2020-10-03,1.6942708333333334,1.6749999999999998
BLP,San Joaquin,2021,2021-10-03,2.749578947368421,2.71
BLP,San Joaquin,2020,2020-10-04,1.6954166666666666,1.685
BLP,San Joaquin,2021,2021-10-04,2.6996875,2.685
BLP,San Joaquin,2020,2020-10-05,1.7072916666666667,1.7
BLP,San Joaquin,2021,2021-10-05,2.757083333333333,2.78
BLP,San Joaquin,2020,2020-10-06,1.7165625,1.72
BLP,San Joaquin,2021,2021-10-06,2.876875,2.88
BLP,San Joaquin,2020,2020-10-07,1.9641666666666666,1.81
BLP,San Joaquin,2021,2021-10-07,2.8997916666666668,2.93
BLP,San Joaquin,2020,2020-10-08,1.584,1.58
BLP,San Joaquin,2021,2021-10-08,2.934270833333333,2.96
BLP,San Joaquin,2020,2020-10-09,1.399375,1.3250000000000002
BLP,San Joaquin,2021,2021-10-09,2.8813541666666667,2.865
BLP,San Joaquin,2020,2020-10-10,1.4034375,1.355
BLP,San Joaquin,2021,2021-10-10,2.9635416666666665,2.9
BLP,San Joaquin,2020,2020-10-11,1.351875,1.315
BLP,San Joaquin,2021,2021-10-11,3.0023958333333334,2.975
BLP,San Joaquin,2020,2020-10-12,1.3535416666666666,1.335
BLP,San Joaquin,2021,2021-10-12,3.0611458333333332,2.96
BLP,San Joaquin,2020,2020-10-13,1.4372916666666666,1.39
BLP,San Joaquin,2021,2021-10-13,3.1553125,3.04
BLP,San Joaquin,2020,2020-10-14,1.5045833333333334,1.505
BLP,San Joaquin,2021,2021-10-14,2.8719791666666667,2.81
BLP,San Joaquin,2020,2020-10-15,1.5527083333333334,1.495
BLP,San Joaquin,2021,2021-10-15,2.7972916666666667,2.8049999999999997
BLP,San Joaquin,2020,2020-10-16,1.4926041666666667,1.495
BLP,San Joaquin,2021,2021-10-16,2.7857291666666666,2.77
BLP,San Joaquin,2020,2020-10-17,1.5433333333333332,1.565
BLP,San Joaquin,2021,2021-10-17,2.791875,2.8
BLP,San Joaquin,2020,2020-10-18,1.5941666666666667,1.56
BLP,San Joaquin,2021,2021-10-18,2.7896875,2.8
BLP,San Joaquin,2020,2020-10-19,1.5092708333333333,1.51
BLP,San Joaquin,2021,2021-10-19,2.7653125,2.81
BLP,San Joaquin,2020,2020-10-20,1.5042708333333334,1.52
BLP,San Joaquin,2021,2021-10-20,2.806979166666667,2.81
BLP,San Joaquin,2020,2020-10-21,1.5353125,1.505
BLP,San Joaquin,2021,2021-10-21,2.1428125,1.66
BLP,San Joaquin,2020,2020-10-22,1.6641666666666666,1.6749999999999998
BLP,San Joaquin,2020,2020-10-23,1.634375,1.61
BLP,San Joaquin,2020,2020-10-24,1.6133333333333333,1.63
BLP,San Joaquin,2020,2020-10-25,1.7827083333333333,1.68
BLP,San Joaquin,2020,2020-10-26,1.7729166666666667,1.73
BLP,San Joaquin,2020,2020-10-27,1.6465625,1.63
BLP,San Joaquin,2020,2020-10-28,1.4929166666666667,1.495
BLP,San Joaquin,2020,2020-10-29,1.4536458333333333,1.47
BLP,San Joaquin,2020,2020-10-30,1.4551041666666666,1.4449999999999998
BLP,San Joaquin,2020,2020-10-31,1.47375,1.47
BLP,San Joaquin,2020,2020-11-01,1.5213541666666668,1.525
BLP,San Joaquin,2020,2020-11-02,1.6763541666666666,1.63
BLP,San Joaquin,2020,2020-11-03,1.7703125,1.71
BLP,San Joaquin,2020,2020-11-04,1.7802083333333334,1.7349999999999999
BLP,San Joaquin,2020,2020-11-05,1.8584375,1.8
BLP,San Joaquin,2020,2020-11-06,2.046145833333333,1.955
BLP,San Joaquin,2020,2020-11-07,2.0947916666666666,2.06
BLP,San Joaquin,2020,2020-11-08,1.9279166666666667,1.91
BLP,San Joaquin,2020,2020-11-09,1.9324999999999999,1.87
BLP,San Joaquin,2020,2020-11-10,1.9820833333333334,2.0300000000000002
BLP,San Joaquin,2020,2020-11-11,1.8536458333333332,1.8650000000000002
BLP,San Joaquin,2020,2020-11-12,2.3814583333333332,2.02
BLP,San Joaquin,2020,2020-11-13,3.0016666666666665,3.03
BLP,San Joaquin,2020,2020-11-14,2.8039583333333336,2.8
BLP,San Joaquin,2020,2020-11-15,2.7357291666666668,2.7350000000000003
BLP,San Joaquin,2020,2020-11-16,2.7016666666666667,2.69
BLP,San Joaquin,2020,2020-11-17,2.7471875,2.7350000000000003
BLP,San Joaquin,2020,2020-11-18,2.6108333333333333,2.625
BLP,San Joaquin,2020,2020-11-19,2.6496875,2.635
BLP,San Joaquin,2020,2020-11-20,2.741263157894737,2.66
BLP,San Joaquin,2020,2020-11-21,2.798958333333333,2.76
BLP,San Joaquin,2020,2020-11-22,2.8610416666666665,2.8600000000000003
BLP,San Joaquin,2020,2020-11-23,2.9490625,2.92
BLP,San Joaquin,2020,2020-11-24,3.0361458333333333,3.0700000000000003
BLP,San Joaquin,2020,2020-11-25,3.055833333333333,3.0949999999999998
BLP,San Joaquin,2020,2020-11-26,3.155625,3.19
BLP,San Joaquin,2020,2020-11-27,3.2730208333333333,3.315
BLP,San Joaquin,2020,2020-11-28,3.2729166666666667,3.31
BLP,San Joaquin,2020,2020-11-29,3.0780208333333334,3.0549999999999997
BLP,San Joaquin,2020,2020-11-30,2.9691666666666667,3
BLP,San Joaquin,2020,2020-12-01,2.9658333333333333,2.95
BLP,San Joaquin,2020,2020-12-02,2.962083333333333,2.99
BLP,San Joaquin,2020,2020-12-03,2.9916666666666667,3.02
BLP,San Joaquin,2020,2020-12-04,3.0283333333333333,3.04
BLP,San Joaquin,2020,2020-12-05,3.066145833333333,3.085
BLP,San Joaquin,2020,2020-12-06,3.1563541666666666,3.125
BLP,San Joaquin,2020,2020-12-07,3.20125,3.09
BLP,San Joaquin,2020,2020-12-08,2.4536458333333333,2.635
BLP,San Joaquin,2020,2020-12-09,1.6041666666666667,1.6
BLP,San Joaquin,2020,2020-12-10,1.5411458333333334,1.54
BLP,San Joaquin,2020,2020-12-11,1.5320833333333332,1.52
BLP,San Joaquin,2020,2020-12-12,1.478125,1.4649999999999999
BLP,San Joaquin,2020,2020-12-13,1.4091666666666667,1.39
BLP,San Joaquin,2020,2020-12-14,1.3361458333333334,1.33
BLP,San Joaquin,2020,2020-12-15,1.3672916666666666,1.335
BLP,San Joaquin,2020,2020-12-16,1.365,1.37
BLP,San Joaquin,2020,2020-12-17,1.3776041666666667,1.37
