"Source","SampleID","Regions","Year","Date","Station","Analy2","CPUE"
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Diaptomus",15.8
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Eurytemora",1643.6
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Harpacticoida",1.58
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Pseudodiaptomus",222.81
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Sinocalanus",113.79
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060","Tortanus",0
"EMP","EMP NZ060 2014-03-10","Sacramento",2014,2014-03-10,"NZ060",NA,20.54
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Acartiella",645.28
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Barnacle Nauplii",8.67
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Bosmina",1.73
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Cladocera Other",6.92
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Daphnia",1.73
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Diaptomus",3.46
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Eurytemora",1887.24
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Harpacticoida",3.47
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Pseudodiaptomus",296.61
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Sinocalanus",10.41
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060","Tortanus",0
"EMP","EMP NZ060 2014-04-09","Sacramento",2014,2014-04-09,"NZ060",NA,0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Acartiella",191.78
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Barnacle Nauplii",17.43
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Eurytemora",292.92
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Harpacticoida",5.23
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Pseudodiaptomus",2134.02
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Sinocalanus",172.62
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060","Tortanus",0
"EMP","EMP NZ060 2014-05-09","Sacramento",2014,2014-05-09,"NZ060",NA,0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Acartiella",1177.73
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Barnacle Nauplii",1.44
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Eurytemora",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Harpacticoida",1.44
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Pseudodiaptomus",777.48
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Sinocalanus",4.32
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060","Tortanus",239
"EMP","EMP NZ060 2014-06-06","Sacramento",2014,2014-06-06,"NZ060",NA,0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Acartiella",1477.36
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Barnacle Nauplii",1.97
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Cladocera Other",7.88
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Decapoda",5.91
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Eurytemora",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Harpacticoida",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Pseudodiaptomus",496.41
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Sinocalanus",5.91
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060","Tortanus",23.64
"EMP","EMP NZ060 2014-07-07","Sacramento",2014,2014-07-07,"NZ060",NA,0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Acartiella",1956.52
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Barnacle Nauplii",7
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Decapoda",1.4
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Eurytemora",5.6
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Harpacticoida",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Pseudodiaptomus",576.62
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Sinocalanus",0
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060","Tortanus",5.6
"EMP","EMP NZ060 2014-08-19","Sacramento",2014,2014-08-19,"NZ060",NA,0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Acartiella",1296.44
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Barnacle Nauplii",9.94
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Eurytemora",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Harpacticoida",1.99
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Pseudodiaptomus",1807.47
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Sinocalanus",0
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060","Tortanus",3.98
"EMP","EMP NZ060 2014-09-18","Sacramento",2014,2014-09-18,"NZ060",NA,0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Acartiella",2017.81
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Barnacle Nauplii",4.33
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Eurytemora",8.68
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Harpacticoida",2.17
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Pseudodiaptomus",1105.35
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Sinocalanus",0
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060","Tortanus",26.02
"EMP","EMP NZ060 2014-10-03","Sacramento",2014,2014-10-03,"NZ060",NA,0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Acartiella",6639.19
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Barnacle Nauplii",3.65
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Bosmina",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Calanoida",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Daphnia",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Eurytemora",29.24
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Harpacticoida",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Pseudodiaptomus",663.18
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Sinocalanus",0
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060","Tortanus",36.54
"EMP","EMP NZ060 2014-11-14","Sacramento",2014,2014-11-14,"NZ060",NA,0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Acartia",0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Acartiella",92.82
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Barnacle Nauplii",0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Bosmina",170.19
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Calanoid Other",46.38
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Calanoida",7.73
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Cladocera Other",417.72
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Daphnia",23.21
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Decapoda",0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Diaphanosoma",1.93
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Diaptomus",15.48
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Eurytemora",30.96
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Harpacticoida",1.93
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Oithona",0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Pseudodiaptomus",330.69
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Sinocalanus",40.62
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060","Tortanus",0
"EMP","EMP NZ060 2014-12-17","Sacramento",2014,2014-12-17,"NZ060",NA,5.8
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Acartia",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Acartiella",795.51
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Barnacle Nauplii",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Bosmina",1.57
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Calanoida",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Daphnia",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Decapoda",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Diaptomus",6.28
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Eurytemora",150.64
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Harpacticoida",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Oithona",0
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Pseudodiaptomus",18.84
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Sinocalanus",4.71
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060","Tortanus",25.12
"EMP","EMP NZ060 2015-01-16","Sacramento",2015,2015-01-16,"NZ060",NA,10.98
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Acartia",0
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Acartiella",13.1
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Barnacle Nauplii",0.73
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Bosmina",80.81
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Calanoid Other",21.84
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Calanoida",3.64
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Cladocera Other",125.2
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Daphnia",29.12
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Decapoda",0
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Diaptomus",30.58
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Eurytemora",119.36
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Harpacticoida",0.73
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Oithona",0
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Pseudodiaptomus",100.44
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Sinocalanus",6.57
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060","Tortanus",0
"EMP","EMP NZ060 2015-02-13","Sacramento",2015,2015-02-13,"NZ060",NA,16.74
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Acartia",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Acartiella",449.75
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Barnacle Nauplii",9.09
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Bosmina",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Calanoid Other",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Calanoida",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Cladocera Other",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Daphnia",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Decapoda",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Diaphanosoma",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Diaptomus",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Eurytemora",672.36
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Harpacticoida",0.65
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Oithona",0
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Pseudodiaptomus",38.91
"EMP","EMP NZ060 2015-03-13","Sacramento",2015,2015-03-13,"NZ060","Sinocalanus",3.9
