"","Year","SalCat","Taxa2","CPUE","X2","Outflow"
"90",2003,"High Salinity (>6 ppt)","Bosmina",1.93237858258711,69.5834782608696,19810.4782608696
"91",2003,"High Salinity (>6 ppt)","Daphnia sp.",0,69.5834782608696,19810.4782608696
"92",2003,"High Salinity (>6 ppt)","Eurytemora",202.818790955896,69.5834782608696,19810.4782608696
"93",2003,"High Salinity (>6 ppt)","Harpacticoids",56.5118159041789,69.5834782608696,19810.4782608696
"94",2003,"High Salinity (>6 ppt)","Mysids",0.0295833333333333,68.245,23086.1666666667
"95",2003,"High Salinity (>6 ppt)","Pseudodiaptomus",397.393596071318,69.5834782608696,19810.4782608696
"96",2003,"High Salinity (>6 ppt)","Sinocalanus",15.3334172964277,69.5834782608696,19810.4782608696
"97",2004,"Fresh (<0.5ppt)","Acartia",0.412583604219297,65.713288590604,19786.4563758389
"98",2004,"Fresh (<0.5ppt)","Bosmina",2720.33100228679,65.713288590604,19786.4563758389
"99",2004,"Fresh (<0.5ppt)","Daphnia sp.",408.655686931959,65.713288590604,19786.4563758389
"100",2004,"Fresh (<0.5ppt)","Eurytemora",647.534029746779,65.713288590604,19786.4563758389
"101",2004,"Fresh (<0.5ppt)","Harpacticoids",17.3401989325265,65.713288590604,19786.4563758389
"102",2004,"Fresh (<0.5ppt)","Mysids",0.201908602150538,62.5496774193548,27539.7096774194
"103",2004,"Fresh (<0.5ppt)","Pseudodiaptomus",1078.8454834962,65.713288590604,19786.4563758389
"104",2004,"Fresh (<0.5ppt)","Sinocalanus",491.136364012294,65.713288590604,19786.4563758389
"105",2004,"Low Salinity (0.5-6 ppt)","Acartia",308.83405456839,67.4448214285714,17246.1607142857
"106",2004,"Low Salinity (0.5-6 ppt)","Bosmina",12.7847735344836,67.4448214285714,17246.1607142857
"107",2004,"Low Salinity (0.5-6 ppt)","Daphnia sp.",2.43635640927177,67.4448214285714,17246.1607142857
"108",2004,"Low Salinity (0.5-6 ppt)","Eurytemora",202.940593834024,67.4448214285714,17246.1607142857
"109",2004,"Low Salinity (0.5-6 ppt)","Harpacticoids",105.804352013521,67.4448214285714,17246.1607142857
"110",2004,"Low Salinity (0.5-6 ppt)","Mysids",1.01005208333333,65.225,23827.1875
"111",2004,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",227.528741411005,67.4448214285714,17246.1607142857
"112",2004,"Low Salinity (0.5-6 ppt)","Sinocalanus",346.415423079822,67.4448214285714,17246.1607142857
"113",2004,"High Salinity (>6 ppt)","Acartia",1243.58357969747,67.74,17555.8695652174
"114",2004,"High Salinity (>6 ppt)","Bosmina",0.178539761972392,67.74,17555.8695652174
"115",2004,"High Salinity (>6 ppt)","Daphnia sp.",0.168119666684339,67.74,17555.8695652174
"116",2004,"High Salinity (>6 ppt)","Eurytemora",83.4327839342697,67.74,17555.8695652174
"117",2004,"High Salinity (>6 ppt)","Harpacticoids",96.9436628502898,67.74,17555.8695652174
"118",2004,"High Salinity (>6 ppt)","Mysids",0.0424583333333333,63.46,23903.8
"119",2004,"High Salinity (>6 ppt)","Pseudodiaptomus",88.0377582886056,67.74,17555.8695652174
"120",2004,"High Salinity (>6 ppt)","Sinocalanus",5.98406276255319,67.74,17555.8695652174
"121",2005,"Fresh (<0.5ppt)","Acartia",0.410742680440437,62.6836111111111,42084.5648148148
"122",2005,"Fresh (<0.5ppt)","Bosmina",313.347135776407,62.6836111111111,42084.5648148148
"123",2005,"Fresh (<0.5ppt)","Daphnia sp.",120.230348247384,62.6836111111111,42084.5648148148
"124",2005,"Fresh (<0.5ppt)","Eurytemora",404.75133330832,62.6836111111111,42084.5648148148
"125",2005,"Fresh (<0.5ppt)","Harpacticoids",7.33298761549239,62.6836111111111,42084.5648148148
"126",2005,"Fresh (<0.5ppt)","Mysids",0.19556712962963,62.9622222222222,38422.6111111111
"127",2005,"Fresh (<0.5ppt)","Pseudodiaptomus",240.314944378214,62.6836111111111,42084.5648148148
"128",2005,"Fresh (<0.5ppt)","Sinocalanus",123.616932999617,62.6836111111111,42084.5648148148
"129",2005,"Low Salinity (0.5-6 ppt)","Acartia",66.7178671614499,63.5089090909091,34201.1818181818
"130",2005,"Low Salinity (0.5-6 ppt)","Bosmina",14.257984500019,63.5089090909091,34201.1818181818
"131",2005,"Low Salinity (0.5-6 ppt)","Daphnia sp.",7.41130761937617,63.5089090909091,34201.1818181818
"132",2005,"Low Salinity (0.5-6 ppt)","Eurytemora",628.52992490997,63.5089090909091,34201.1818181818
"133",2005,"Low Salinity (0.5-6 ppt)","Harpacticoids",47.7798238335371,63.5089090909091,34201.1818181818
"134",2005,"Low Salinity (0.5-6 ppt)","Mysids",0.287275641025641,63.2538461538462,42901.3076923077
"135",2005,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",105.392349738071,63.5089090909091,34201.1818181818
"136",2005,"Low Salinity (0.5-6 ppt)","Sinocalanus",199.887649644259,63.5089090909091,34201.1818181818
"137",2005,"High Salinity (>6 ppt)","Acartia",2085.55833000258,63.7547368421053,42654.4210526316
"138",2005,"High Salinity (>6 ppt)","Bosmina",0.0831578947368421,63.7547368421053,42654.4210526316
"139",2005,"High Salinity (>6 ppt)","Daphnia sp.",0.479217295562046,63.7547368421053,42654.4210526316
"140",2005,"High Salinity (>6 ppt)","Eurytemora",264.001394086891,63.7547368421053,42654.4210526316
"141",2005,"High Salinity (>6 ppt)","Harpacticoids",119.222244322806,63.7547368421053,42654.4210526316
"142",2005,"High Salinity (>6 ppt)","Mysids",0.0211742424242424,63.2436363636364,51718.1818181818
"143",2005,"High Salinity (>6 ppt)","Pseudodiaptomus",26.1527477414836,63.7547368421053,42654.4210526316
"144",2005,"High Salinity (>6 ppt)","Sinocalanus",4.8835851397016,63.7547368421053,42654.4210526316
"145",2006,"Fresh (<0.5ppt)","Acartia",0.652993745472903,47.800658436214,131735.341563786
"146",2006,"Fresh (<0.5ppt)","Bosmina",690.412746861801,47.800658436214,131735.341563786
"147",2006,"Fresh (<0.5ppt)","Daphnia sp.",98.7549771486573,47.800658436214,131735.341563786
"148",2006,"Fresh (<0.5ppt)","Eurytemora",483.861543911359,47.800658436214,131735.341563786
"149",2006,"Fresh (<0.5ppt)","Harpacticoids",37.9185304485033,47.800658436214,131735.341563786
"150",2006,"Fresh (<0.5ppt)","Mysids",0.215868794326241,47.8748936170213,112056.14893617
"151",2006,"Fresh (<0.5ppt)","Pseudodiaptomus",165.445568389757,47.800658436214,131735.341563786
"152",2006,"Fresh (<0.5ppt)","Sinocalanus",60.8066205289396,47.800658436214,131735.341563786
"153",2006,"Low Salinity (0.5-6 ppt)","Acartia",830.437190145641,48.198125,97955.0416666667
"154",2006,"Low Salinity (0.5-6 ppt)","Bosmina",150.809370790316,48.198125,97955.0416666667
"155",2006,"Low Salinity (0.5-6 ppt)","Daphnia sp.",11.4953945801725,48.198125,97955.0416666667
"156",2006,"Low Salinity (0.5-6 ppt)","Eurytemora",5756.59133131815,48.198125,97955.0416666667
"157",2006,"Low Salinity (0.5-6 ppt)","Harpacticoids",584.616552949915,48.198125,97955.0416666667
"158",2006,"Low Salinity (0.5-6 ppt)","Mysids",1.04464743589744,49.1461538461538,94380.0769230769
"159",2006,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",2034.68658212661,48.198125,97955.0416666667
"160",2006,"Low Salinity (0.5-6 ppt)","Sinocalanus",441.158602350714,48.198125,97955.0416666667
"161",2006,"High Salinity (>6 ppt)","Acartia",4858.116,49.052,87291.6
"162",2006,"High Salinity (>6 ppt)","Bosmina",3.614,49.052,87291.6
"163",2006,"High Salinity (>6 ppt)","Daphnia sp.",0,49.052,87291.6
"164",2006,"High Salinity (>6 ppt)","Eurytemora",1632.55,49.052,87291.6
"165",2006,"High Salinity (>6 ppt)","Harpacticoids",60.756,49.052,87291.6
"166",2006,"High Salinity (>6 ppt)","Mysids",0.161083333333333,49.052,87291.6
"167",2006,"High Salinity (>6 ppt)","Pseudodiaptomus",79.318,49.052,87291.6
"168",2006,"High Salinity (>6 ppt)","Sinocalanus",50.816,49.052,87291.6
"169",2007,"Fresh (<0.5ppt)","Acartia",17.0277202217229,74.246582278481,11419.9810126582
"170",2007,"Fresh (<0.5ppt)","Bosmina",3965.36853271891,74.246582278481,11419.9810126582
"171",2007,"Fresh (<0.5ppt)","Daphnia sp.",561.216148666663,74.246582278481,11419.9810126582
"172",2007,"Fresh (<0.5ppt)","Eurytemora",673.574522675824,74.246582278481,11419.9810126582
"173",2007,"Fresh (<0.5ppt)","Harpacticoids",91.9738953112958,74.246582278481,11419.9810126582
"174",2007,"Fresh (<0.5ppt)","Mysids",0.0143923611111111,73.11625,12119.7916666667
"175",2007,"Fresh (<0.5ppt)","Pseudodiaptomus",1408.74366608752,74.246582278481,11419.9810126582
"176",2007,"Fresh (<0.5ppt)","Sinocalanus",412.617011208534,74.246582278481,11419.9810126582
"177",2007,"Low Salinity (0.5-6 ppt)","Acartia",303.826277124681,74.5277922077922,10625.8831168831
"178",2007,"Low Salinity (0.5-6 ppt)","Bosmina",7.87205245666845,74.5277922077922,10625.8831168831
"179",2007,"Low Salinity (0.5-6 ppt)","Daphnia sp.",10.4525776761968,74.5277922077922,10625.8831168831
"180",2007,"Low Salinity (0.5-6 ppt)","Eurytemora",531.065864811252,74.5277922077922,10625.8831168831
"181",2007,"Low Salinity (0.5-6 ppt)","Harpacticoids",279.81753931922,74.5277922077922,10625.8831168831
"182",2007,"Low Salinity (0.5-6 ppt)","Mysids",0.117443181818182,73.9640909090909,10791.1818181818
"183",2007,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",364.240187451939,74.5277922077922,10625.8831168831
"184",2007,"Low Salinity (0.5-6 ppt)","Sinocalanus",211.953029710818,74.5277922077922,10625.8831168831
"185",2007,"High Salinity (>6 ppt)","Acartia",3066.58727008975,75.1080487804878,10224.9024390244
"186",2007,"High Salinity (>6 ppt)","Bosmina",2.44806550255456,75.1080487804878,10224.9024390244
"187",2007,"High Salinity (>6 ppt)","Daphnia sp.",0.11390243902439,75.1080487804878,10224.9024390244
"188",2007,"High Salinity (>6 ppt)","Eurytemora",372.214592178444,75.1080487804878,10224.9024390244
"189",2007,"High Salinity (>6 ppt)","Harpacticoids",979.376330218147,75.1080487804878,10224.9024390244
"190",2007,"High Salinity (>6 ppt)","Mysids",0.0256944444444444,73.84,10422.6666666667
"191",2007,"High Salinity (>6 ppt)","Pseudodiaptomus",16.3277634032594,75.1080487804878,10224.9024390244
"192",2007,"High Salinity (>6 ppt)","Sinocalanus",11.773814383842,75.1080487804878,10224.9024390244
"193",2008,"Fresh (<0.5ppt)","Acartia",0.0169047619047619,75.851369047619,9448.68452380952
"194",2008,"Fresh (<0.5ppt)","Bosmina",1952.80243262948,75.851369047619,9448.68452380952
"195",2008,"Fresh (<0.5ppt)","Daphnia sp.",714.98041440902,75.851369047619,9448.68452380952
"196",2008,"Fresh (<0.5ppt)","Eurytemora",803.500000148861,75.851369047619,9448.68452380952
"197",2008,"Fresh (<0.5ppt)","Harpacticoids",49.8811158425944,75.851369047619,9448.68452380952
"198",2008,"Fresh (<0.5ppt)","Mysids",0.118351449275362,74.804347826087,10212.6086956522
"199",2008,"Fresh (<0.5ppt)","Pseudodiaptomus",1379.99876737416,75.851369047619,9448.68452380952
"200",2008,"Fresh (<0.5ppt)","Sinocalanus",1912.96333112415,75.851369047619,9448.68452380952
"201",2008,"Low Salinity (0.5-6 ppt)","Acartia",10.8008552416775,75.9675,9564.63157894737
"202",2008,"Low Salinity (0.5-6 ppt)","Bosmina",2.96514298717055,75.9675,9564.63157894737
"203",2008,"Low Salinity (0.5-6 ppt)","Daphnia sp.",8.02657383479091,75.9675,9564.63157894737
"204",2008,"Low Salinity (0.5-6 ppt)","Eurytemora",2754.54088433903,75.9675,9564.63157894737
"205",2008,"Low Salinity (0.5-6 ppt)","Harpacticoids",255.081635723605,75.9675,9564.63157894737
"206",2008,"Low Salinity (0.5-6 ppt)","Mysids",1.73589015151515,75.385,10511.3181818182
"207",2008,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",304.046639045145,75.9675,9564.63157894737
"208",2008,"Low Salinity (0.5-6 ppt)","Sinocalanus",531.071467822033,75.9675,9564.63157894737
"209",2008,"High Salinity (>6 ppt)","Acartia",1128.51482573504,75.7953448275862,9177.5
"210",2008,"High Salinity (>6 ppt)","Bosmina",0.521364245074017,75.7953448275862,9177.5
"211",2008,"High Salinity (>6 ppt)","Daphnia sp.",0.121721927359299,75.7953448275862,9177.5
"212",2008,"High Salinity (>6 ppt)","Eurytemora",640.034474158822,75.7953448275862,9177.5
"213",2008,"High Salinity (>6 ppt)","Harpacticoids",991.02616726042,75.7953448275862,9177.5
"214",2008,"High Salinity (>6 ppt)","Mysids",0.201410256410256,75.4907692307692,10532.5384615385
"215",2008,"High Salinity (>6 ppt)","Pseudodiaptomus",10.4270472151366,75.7953448275862,9177.5
"216",2008,"High Salinity (>6 ppt)","Sinocalanus",54.2417111232427,75.7953448275862,9177.5
"217",2009,"Fresh (<0.5ppt)","Acartia",0.125298827703144,71.7148704663212,15535.1917098446
"218",2009,"Fresh (<0.5ppt)","Bosmina",1494.92994460866,71.7148704663212,15535.1917098446
"219",2009,"Fresh (<0.5ppt)","Daphnia sp.",372.175769159736,71.7148704663212,15535.1917098446
"220",2009,"Fresh (<0.5ppt)","Eurytemora",445.779495192211,71.7148704663212,15535.1917098446
"221",2009,"Fresh (<0.5ppt)","Harpacticoids",66.2756223176852,71.7148704663212,15535.1917098446
"222",2009,"Fresh (<0.5ppt)","Mysids",0.0207327586206897,71.5644827586207,11880.8620689655
"223",2009,"Fresh (<0.5ppt)","Pseudodiaptomus",637.036775636015,71.7148704663212,15535.1917098446
"224",2009,"Fresh (<0.5ppt)","Sinocalanus",1417.35915466,71.7148704663212,15535.1917098446
"225",2009,"Low Salinity (0.5-6 ppt)","Acartia",13.9865271746847,72.330625,14127.109375
"226",2009,"Low Salinity (0.5-6 ppt)","Bosmina",18.3910747793948,72.330625,14127.109375
"227",2009,"Low Salinity (0.5-6 ppt)","Daphnia sp.",15.4989587338807,72.330625,14127.109375
"228",2009,"Low Salinity (0.5-6 ppt)","Eurytemora",1768.41068493096,72.330625,14127.109375
"229",2009,"Low Salinity (0.5-6 ppt)","Harpacticoids",574.283155403008,72.330625,14127.109375
"230",2009,"Low Salinity (0.5-6 ppt)","Mysids",0.195598958333333,72.356875,12279.5625
"231",2009,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",85.2328172375617,72.330625,14127.109375
"232",2009,"Low Salinity (0.5-6 ppt)","Sinocalanus",481.915376164005,72.330625,14127.109375
"233",2009,"High Salinity (>6 ppt)","Acartia",1292.37032317113,72.3419444444445,15150.1944444444
"234",2009,"High Salinity (>6 ppt)","Bosmina",0.608808412379522,72.3419444444445,15150.1944444444
"235",2009,"High Salinity (>6 ppt)","Daphnia sp.",0.121574750356961,72.3419444444445,15150.1944444444
"236",2009,"High Salinity (>6 ppt)","Eurytemora",150.56276766606,72.3419444444445,15150.1944444444
"237",2009,"High Salinity (>6 ppt)","Harpacticoids",749.049640738054,72.3419444444445,15150.1944444444
"238",2009,"High Salinity (>6 ppt)","Mysids",0.08625,72.293,11548
"239",2009,"High Salinity (>6 ppt)","Pseudodiaptomus",14.3016246223594,72.3419444444445,15150.1944444444
"240",2009,"High Salinity (>6 ppt)","Sinocalanus",35.5868412651052,72.3419444444445,15150.1944444444
"241",2010,"Fresh (<0.5ppt)","Acartia",0.0235266871616291,68.5057603686636,19103.1244239631
"242",2010,"Fresh (<0.5ppt)","Bosmina",1999.63154232883,68.5057603686636,19103.1244239631
"243",2010,"Fresh (<0.5ppt)","Daphnia sp.",387.478277764063,68.5057603686636,19103.1244239631
"244",2010,"Fresh (<0.5ppt)","Eurytemora",403.01838415847,68.5057603686636,19103.1244239631
"245",2010,"Fresh (<0.5ppt)","Harpacticoids",47.6056677893847,68.5057603686636,19103.1244239631
"246",2010,"Fresh (<0.5ppt)","Mysids",0.149192708333333,67.5296875,21694.03125
"247",2010,"Fresh (<0.5ppt)","Pseudodiaptomus",947.022780579235,68.5057603686636,19103.1244239631
"248",2010,"Fresh (<0.5ppt)","Sinocalanus",2054.68592779444,68.5057603686636,19103.1244239631
"249",2010,"Low Salinity (0.5-6 ppt)","Acartia",0.609434596001526,69.0444285714286,18661.6714285714
"250",2010,"Low Salinity (0.5-6 ppt)","Bosmina",63.2903485308684,69.0444285714286,18661.6714285714
"251",2010,"Low Salinity (0.5-6 ppt)","Daphnia sp.",15.1694566310781,69.0444285714286,18661.6714285714
"252",2010,"Low Salinity (0.5-6 ppt)","Eurytemora",1271.92901154642,69.0444285714286,18661.6714285714
"253",2010,"Low Salinity (0.5-6 ppt)","Harpacticoids",992.997453503293,69.0444285714286,18661.6714285714
"254",2010,"Low Salinity (0.5-6 ppt)","Mysids",0.22860119047619,68.7742857142857,19032.2857142857
"255",2010,"Low Salinity (0.5-6 ppt)","Pseudodiaptomus",191.795492467425,69.0444285714286,18661.6714285714
"256",2010,"Low Salinity (0.5-6 ppt)","Sinocalanus",804.668106554892,69.0444285714286,18661.6714285714
"257",2010,"High Salinity (>6 ppt)","Acartia",523.506845465613,68.814,18294.4
"258",2010,"High Salinity (>6 ppt)","Bosmina",56.4607548649962,68.814,18294.4
"259",2010,"High Salinity (>6 ppt)","Daphnia sp.",17.1789553262656,68.814,18294.4
"260",2010,"High Salinity (>6 ppt)","Eurytemora",258.899472399125,68.814,18294.4
"261",2010,"High Salinity (>6 ppt)","Harpacticoids",494.862169932492,68.814,18294.4
"262",2010,"High Salinity (>6 ppt)","Mysids",0.138910256410256,67.84,18753.3846153846
"263",2010,"High Salinity (>6 ppt)","Pseudodiaptomus",24.8462776226845,68.814,18294.4
"264",2010,"High Salinity (>6 ppt)","Sinocalanus",42.5373662368479,68.814,18294.4
"265",2011,"Fresh (<0.5ppt)","Acartia",0.177532603895571,54.6749642857143,77836.5928571429
"266",2011,"Fresh (<0.5ppt)","Bosmina",1693.37988218289,54.6749642857143,77836.5928571429
"267",2011,"Fresh (<0.5ppt)","Daphnia sp.",189.50585948333,54.6749642857143,77836.5928571429
"268",2011,"Fresh (<0.5ppt)","Eurytemora",444.611517928121,54.6749642857143,77836.5928571429
"269",2011,"Fresh (<0.5ppt)","Harpacticoids",42.6878531597969,54.6749642857143,77836.5928571429
"270",2011,"Fresh (<0.5ppt)","Mysids",0.0993229166666667,55.62525,58555.975
